code,product_name,brands,categories_tags,countries_tags,packaging_tags,stores,purchase_places,nutriscore_grade,nova_group,ecoscore_grade,ingredients_text,nutriments.sugars_100g,nutriments.energy-kcal_100g
6130003014989,,Fanta,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas, orange-soft-drinks",france,,,,d,,,,,
5449000034366,Fanta,Fanta,"beverages, carbonated-drinks, sodas",belgium,,,,unknown,,,,,
5449000106889,Fanta Pineapple & Grapefruit 2ltr,Fanta,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas",united-kingdom,,,,c,,,,,
5449000046529,fanta zero,"Fanta, Fanta-light",,france,,,,unknown,,,,,
5000112503272,#WhatTheFanta,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, artificially-sweetened-beverages, sodas",germany,,,,unknown,,,ohne ZUCKER ? WHAT THE FANTA,,
5449000009524,What the fanta,Fanta,"beverages, carbonated-drinks, sodas",united-kingdom,,,,unknown,,,,,
2608101014230,crocodile - confuserie gélifiée fantaisie,,"snacks, sweet-snacks, confectioneries, candies, gummi-candies, gummy-crocodiles",france,,,,unknown,,,,,
8886015401030,Nyam nyam fantasy choco,Arnott's,,indonesia,,,,unknown,,,RH 30,,
5449000083333,What the FANTA,"Coca-Cola, Fanta","plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas",bulgaria,,,,unknown,,not-applicable,,0.0,2.0
8005525036369,Curry,Fantasie Aromatiche,"plant-based-foods-and-beverages, plant-based-foods, condiments, spices, curry-powder",italy,,,,not-applicable,,,,,
5281013003966,Bugles,Fantasia,,lebanon,,,,unknown,,unknown,,,619.0
5070000358734,Crispy fantasy,Crispy Fantasy,,france,,,,unknown,,,,,
5000112654035,Fanta orange,Fanta,,france,,,,unknown,,,,,
6132007700165,فانتا برتقال,Fanta,,argentina,,,,unknown,,unknown,,,
5449000102423,What The Fanta,Fanta,"plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas, sweetened-beverages",france,,,,c,4.0,,"Eau gazéifiée ; acidifiants : acide malique, acide citrique ; jus de citron à base de concentré (1%) ; arômes naturels ; stabilisants : gomme d'acacia, polyphosphates, esters glycériques de résine de bois, acétate isobutyrate de saccharose ; édulcorants : cyclamate de sodium, acésulfame-K, sucralose ; conservateurs : sorbate de potassium, benzoate de sodium ; concentrés de patate douce, pomme, radis, cerise ; colorant : bleu brillant FCF.",,
0030505036075,Fanta,The Coca cola Company,,indonesia,,,,unknown,,unknown,,4.4,20.0
5449000090485,Fanta zero pineapple & grapefruit,Fanta,"beverages, carbonated-drinks",united-kingdom,,,,c,4.0,,"Carbonated Water, Fruit Juices From Concentrate 5% (Pineapple, Grapefruit). Acid (Citric Acid). Acidity Regulator (Sodium Citrates), Sweeteners (Aspartame, Acesulfame K), Flavourings, Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid). Stabilisers (Guar Gum, Glycerol Esters Of Wood Rosins), Colour (Carotenes). Contains a Source of Phenylalanine.",,
5449000054128,,Fanta,,moldova,,,,unknown,,,,,
6130003016006,Fanta mangue,the coca-cola company,"beverages, carbonated-drinks, sodas",algeria,,,,e,4.0,,"EAU, SUCRE, GAZ CO2, RÉGULATEUR D'ACIDITÉ: SIN 330, AROMES NATURELS ET ARTIFICIELS, ÉMULSIFIANTS: SIN 414, SIN 445; CONSERVATEUR: SIN 211, ÉDULCORANTS: SIN 950, SIN 951; COLORANT: SIN 110. LES ADDITIFS UTILISÉS SONT ALIMENTAIRES. DÉCONSEILLÉ AUX ENFANTS",8.0,33.1
0150003000016,Fanta sabor Guaraná,"Fanta,Coca-Cola","beverages, carbonated-drinks, artificially-sweetened-beverages, non-alcoholic-beverages, unsweetened-beverages",bolivia,"plastic, recycled-material, bottle-or-vial, pet-1-polyethylene-terephthalate, recycled-plastic, bottle, rpet-recycled-polyethylene-terephthalate, rpet-transparent",,Bolivia,e,4.0,unknown,"AGUA CARBONATADA, AZÚCAR, SABORIZANTES NATURALES, REGULADOR DE LA ACIDEZ (SIN 330), COLORANTE (SIN 150d), SUSTANCIAS CONSERVADORAS (SIN 211, SIN 202), EXTRACTO DE GUARANA, EDULCORANTES (SIN 950 0.007% (ASPARTAME), SIN 951 0.006% (ACESULFAME K)).",7.5,29.5
5281013781055,Sweet chili,Fantasía,,lebanon,,,,unknown,,unknown,,,505.0
3481292400568,Truffes fantaisie biologique,,,france,,,,unknown,,,,,
4260168546666,Fanta Madness,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, sweetened-beverages",germany,,,,unknown,,,,,
5449000094131,Fanta exotic,Fanta,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, artificially-sweetened-beverages, sodas, fruit-sodas, sweetened-beverages","france, germany, switzerland",,noz,,c,4.0,,"Eau pétillante; jus de fruits à base de concentré 4,4% (prange 3,4%, pêche 0,5%, pomme 0,4%, fruit de la passion 0,1%); acide carbonique acidifiant: acide citrique, acide malique; colorant: concentré de carotte et de carthame; édulcorants: aspartame, acésulfame-K, aspartame; conservateur: sorbate de potassium; arômes naturels; stabilisant: E445. Contient une source de phénylalanine. Une consommation excessive peut avoir des effets laxatifs. Garder dans un endroit frais et sec à l'abri des odeurs forts, de la chaleur et de la lumière directe du soleil.",,
