code,product_name,brands,categories_tags,countries_tags,packaging_tags,stores,purchase_places,nutriscore_grade,nova_group,ecoscore_grade,ingredients_text,nutriments.sugars_100g,nutriments.energy-kcal_100g
0811620024129,Core Power Elite High Protein Milk Shake,Fairlife,"dietary-supplements, bodybuilding-supplements, High-protein-milkshake, Lactose Free",canada,,,,not-applicable,4.0,,"Ultrafiltered partly skimmed lactose free milk (partly skimmed milk, vitamin A palmitate, vitamin D3, lactase enzyme), Alkalized cocoa, Natural flavour, Sodium hexametaphosphate, Salt, Acesulfame-potassium, Cellulose gel, Cellulose gum, Concentrated monk fruit juice, Stevia leaf extract, Carrageenan, Sucralose. Contains: Milk.",,
0811620024044,Chocolate Natural Flavour Nutrition Shake,fairlife,"beverages-and-beverages-preparations, beverages, dairies, dairy-drinks, flavoured-milks, dietary-supplements, bodybuilding-supplements, milkshakes, protein-shakes",canada,,,,not-applicable,4.0,,"Ultrafiltered partly skimmed lactose free milk (partly skimmed milk, lactase enzyme, vitamin A palmitate, vitamin D3), Alkalized cocoa, Natural flavour, Sodium hexametaphosphate, Cellulose gel, Cellulose gum, Salt, Acesulfame-potassium, Concentrated monk fruit juice, Carrageenan, Stevia leaf extract, Sucralose. Contains: Milk. Ingrédients : Lait ultrafiltré partiellement écrémé sans lactose (lait partiellement écrémé, enzyme de lactase, palmitate de vitamine A, vitamine D3), Poudre de cacao solubilisée, Essence naturelle, Hexamétaphosphate de sodium, Gel de cellulose, Gomme de cellulose, Sel, Acésulfame-potassium, Jus de fruit de moines concentré, Carraghénine, Extrait de feuille de stévia, Sucralose. Contient : Lait. 温 le 15% or more is 22% moins c'est peu, 15% ou EAFTER OPENING. YOUR PROTECTION. SELLEE POUR EN AGITER. RUNE FOIS ECTION.",,
0811620712217,Core Power - Chocolate Flavour,Fairlife,,canada,,,,unknown,,,,,
0811620024105,core power chocolate high protein milkshake,Fairlife,,canada,,,,unknown,4.0,,"Ultrafiltered partly skimmed lactose free milk, vitamin A palmitate, vitamin D3, lactase, alkalized cocoa, cellulose gel, cellulose gum, concentrated monk fruit juice, sodium hexametaphosphate, natural flavour, carrageenan, acesulfame-potassium, stevia leaf extract, sucralose",,
0811620022712,Core Power High Protein Milk Shake,Fairlife,,canada,,,,unknown,,,,,
09498226,CORE POWER ÉLITE,fairlife,,united-states,,,,unknown,,,,,
18270002,Core Power High Protein Milk Shake Vanilla,fairlife,,united-states,,,,unknown,,,,,
81126897,High Quality Protein Chocolate,Fairlife,,united-states,,,,unknown,,,,,
0811620024143,CORE POWER,fairlife,,united-states,,,,unknown,,,,,
0811620022958,Chocolate Nutrition Shake,fairlife,,united-states,,,,unknown,,,,,
92671485,Chocolate Nutrition Shake,fairlife,,united-states,,,,unknown,,,,,
0811620027977,Core Power High Protein Milkshake,Fairlife,,united-states,,,,unknown,,,,,
0811620024068,Vanilla Flavour Protein Shake,Fairlife,"beverages-and-beverages-preparations, beverages, dairies, dairy-drinks, flavoured-milks, dietary-supplements, bodybuilding-supplements, milkshakes, protein-shakes",canada,,,,not-applicable,4.0,,"Ultrafiltered partly skimmed lactose free milk (partly skimmed milk, lactase enzyme, vitamin A palmitate, vitamin D3), Natural flavour, Sodium hexametaphosphate, Cellulose gel, Cellulose gum, Salt, Acesulfame-potassium, Carrageenan, Concentrated monk fruit juice, Stevia leaf extract, Sucralose. Contains: Milk. Ingrédients: Lait ultrafiltré partiellement écrémé sans lactose (lait partiellement écrémé, enzyme de lactase, palmitate de vitamine A, vitamine D3), Essence naturelle, Hexamétaphosphate de sodium, Gel de cellulose, Gomme de cellulose, Sel, Acésulfame-potassium, Carraghénine, Jus de fruit de moines concentré, Extrait de feuille de stévia, Sucralose. Contient : Lait.",,
0200501002194,Reduced Fat Ultra Filtered Milk Lactose Free,Fairlife,,united-states,,,,unknown,,,,,
81126835,Chocolate Nutrition Shake,fairlife nutrition plan,,united-states,,,,unknown,,,,,
42555049,CORE POWER HIGH PROTEIN MILK SHAKE CHOCOLATE,fairlife,,united-states,,,,unknown,,,,,
0811620024051,Nutrition Plan Chocolate Natural Flavour Nutrition Shake,Fairlife,,canada,,,,unknown,4.0,,"Ultrafiltered partly skimmed lactose free milk, alkalized cocoa, natural flavour, sodium hexametaphosphate, concentrated milk, salt, acesulfame-potassium, sucralose, enzyme (lactase), palmitate, vitamin A, vitamin D3, cellulose gel, cellulose gum, carrageenan, gellan gum, stevia leaf extract",,
0811620024075,Vanilla Protein Shake,Fairlife,,canada,,,,unknown,,,,,
0811340021415,Core Power Elite Strawberry 42g Complete Protein High Protein Milk Shake,fairlife,,united-states,,,,unknown,4.0,,"filtered lowfat grade A milk, natural flavors, strawberry puree, lactase enzyme, tomato lycopene extract (color), acesulfame potassium, carrageenan, monk fruit juice concentrate, salt, cellulose gel, cellulose gum, stevia leaf extract, sucralose, vitamin A palmitate, vitamin D3",,
02747017,Core Power Chocolate Milk Protein Shake,fairlife,,united-states,,,,unknown,,,,,
10010226,Chocolate Protein Shake,fairlife,,united-states,,,,unknown,,,,,
2000000157917,Fairlife 2% Ultrafiltered Lactose Free Milk,Fairlife,"dairies, milks-liquid-and-powder, milks",canada,,,,unknown,,,,,
00116770,Core Power High Protein Milk Shake,Fairlife,,united-states,,,,unknown,,,,,
0811620124164,Core Power Protein Shake,Fairlife,,united-states,,,,unknown,,,,,
18398267,Core Power Chocolate High Protein Milk Shake,fairlife,,united-states,,,,unknown,,,,,
0877620021988,CORE POWER HIGH PROTEIN MILK SHAKE STRAWBERRY BANANA,fairlife,,united-states,,,,unknown,,,,,
0081162002211,Chocolate Nutrition Shake,fairlife,,united-states,,,,unknown,,,,,
0011620021784,Ultrafiltered Milk,Fairlife,,canada,,,,unknown,,,,,
0011620022118,Chocolate Nutrition Shake,fairlife,,united-states,,,,unknown,,,,,
52115783,Core Power Elite Strawberry High Protein Milk Shake,fairlife,,united-states,,,,unknown,,,,,
0001162002065,Core Power High Protein Milk Shake Vanilla,fairlife,,united-states,,,,unknown,,,,,
0884912002427,Vanilla Cream,fairlife,,united-states,,,,unknown,,,,,
0856312002778,Ultra-Filtered Milk,fairlife,,united-states,,,,unknown,,,,,
